State,Year_of_Disclosure_Law,Specific_Subsidy_Program_Affected_by_Law____Means_Update_to_,Disclosure_Law,State_Statute,Excerpt,Subsidies_in_Sample___Y_N_,Internal_Disclosure___Y_N_,External_Disclosure___Y_N_,Match_to_Specific_Program_in_DLR__Appendix_C_,X_if_Related_to_Existing_Regime_in_DLR,Internal_or_Public_Reporting
California,1994,Expansion fund loans,1994 Cal AB 2999,§ 14030.2.,"SECTION 11.   Section 14030.2 is added to the Corporations Code, to read:
   § 14030.2.
   (a) The director, with the approval of the board, may establish accounts within the expansion fund for loan guarantees and surety bond guarantees, including loan loss reserves. Each account is a legally separate account, and shall not be used to satisfy loan or surety bond guarantees or other obligations of another corporation. The director shall recommend, for approval by the board, whether the expansion fund and corporate fund accounts are to be leveraged, and if so, by how much.
   (b) Annually, not later than January 1 of each year commencing January 1, 1996, the director shall prepare a report regarding the loss experience for the expansion fund for loan guarantees and surety bond guarantees. At a minimum, the report shall also include data regarding numbers of surety bond and loan guarantees awarded through the expansion fund, including ethnicity and gender data of participating contractors and other entities, and experience of surety insurer participants in the bond guarantee program. The director shall submit that report to the secretary of the Trade and Commerce Agency for transmission to the Governor and the Legislature.",N,N,Y,NA,NA,Internal
California,2000,Agricultural Biomass-to-Energy Incentive Grant Program,2000 Cal AB 2825,NA,"§ 1101.
   This part shall be known, and may be cited, as the* * * Agricultural Biomass-to-Energy Incentive Grant Program.

SECTION 5.   Section 1107 of the Food and Agricultural Code, as added by Chapter 144 of the Statutes of 2000, is amended to read:
   § 1107.
   The multiagency review panel established pursuant to Section 1105 shall provide a report to the Legislature on the results and effectiveness of the * * * Agricultural Biomass-to-Energy Incentive Program by January 1, 2003.",N,N,Y,NA,NA,Internal
California,2019,Self-generation incentive program,2019 Cal AB 1144,Section 379.9 of the Public Utilities Code,"SECTION 1. Section 379.9 is added to the Public Utilities Code, to read:
379.9. [...]
(b) In allocating funds pursuant to subdivision (a), the commission shall do all of the following:
[...]
(4) Include an evaluation of the performance and impact of the projects funded pursuant to subdivision (a) in a relevant self-generation incentive program evaluation report no later than December 31, 2022. The evaluation shall include a list of customers receiving funding and the type of customer operating each project. For a representative sampling of projects, the evaluation shall also include the known and expected performance of each project as a source of backup power; the impact of the project on greenhouse gas emissions; the communities served by the critical facility or critical infrastructure; customer coordination with the Office of Emergency Services, the electrical corporation serving the community, and relevant local governments; and any other information the commission deems useful.",N,N,Y,NA,NA,Internal
California,2017,Federal Workforce Innovation and Opportunity Act of 2014 expenditure oversight,2017 Cal AB 1149,Section 14211 of the Unemployment Insurance Code,"(Previous) SEC. 2. Section 14211 of the Unemployment Insurance Code is amended to read:
§ 14211. [...]
(c)
(3) The Employment Development Department shall report annually to the Governor, the Legislature, and the California Workforce Development Board, on or before November 30, regarding the training and supportive services expenditures made by local workforce development boards pursuant to the expenditure requirements of this section.
(4) Consistent with the definitions and regulations of the federal Workforce Innovation and Opportunity Act of 2014, the Employment Development Department shall specify which expenditures qualify as training and supportive services expenditures. The annual report shall specify the total amount of federal funding provided to the state and to each of the local workforce development areas for the adult and dislocated persons programs and the amount of these federal Workforce Innovation and Opportunity Act of 2014 funds expended for training services.",N,N,Y,NA,NA,Internal
California,1988,Small Business Development Center grants,1988 Cal SB 1255,§ 15385.,"CHAPTER 4. CALIFORNIA SMALL BUSINESS DEVELOPMENT CENTER PROGRAM
§ 15382. For the purposes of this chapter:
   (a) ""SBDC"" means a Small Business Development Center which is the local service delivery unit.
   (b) ""SBDC Plan"" means the plan prepared by the Department of Commerce.
   (c) ""Department"" means the Department of Commerce.
 § 15385. (a) SBDC grants shall be awarded by the department on a three-year cycle. All grantees shall be required to provide a minimum cash match of the total grant as specified in the SBDC plan. The percentage of cash match required shall be a minimum of 5 percent in the first year, not to exceed 25 percent in the third year. [...]
   (f) SBDCs shall be required to submit quarterly progress reports to the department.
   (g) The department may review and approve the expenditures of funds to ensure conformity with the provisions and intent of this chapter.",N,N,Y,NA,NA,Internal
California,2006,"Geographically Targeted Economic Development Areas (G-TEDAs): enterprise zones, Manufacturing Enhancement Areas, the targeted tax area, and LAMBRAs",2006 Cal AB 1550,§ 7076.1.; § 7085.1.,"SEC. 7.  
Section 7076.1 of the Government Code is amended to read:
§ 7076.1.

(a) The department may audit the program of any jurisdiction in any designated * * * [A>G-TEDA>A] at any time during the duration of the designation, as appropriate* * * [A>. HOWEVER, THE DEPARTMENT SHALL AUDIT EACH G-TEDA>A] at least [A>ONCE<A] every five years from the date of designation or the operative date of this section, whichever is the latest. The matters to be examined in the course of an audit shall include an examination of the progress made by the * * * [A>G-TEDA>A] toward meeting the goals, objectives, and commitments set forth in its original application and the department's memorandum of understanding with the * * * [A>G-TEDA>A] .

(b) The department shall, for each audit, determine a result of superior, pass, or fail in accordance with subdivision (c). The results of each audit shall be based upon the success of the * * * [A>G-TEDA>A] in making substantial and sustained efforts since the later of its designation or last audit to meet the standards, criteria, and conditions contained in the application and the memorandum of understanding (MOU) between the department and the * * * [A>G-TEDA>A] , as may be amended pursuant to the agreement of the * * * [A>G-TEDA>A] and the department. In each audit, the department shall focus upon the * * * [A>G-TEDA'S<A] use of the marketing plan, local incentives, financing programs, job development, and program management as described in the application and the MOU. The department shall also evaluate the vouchering plan, * * * [A>STAFFING<A] levels, * * *budget, and elements unique to each application. [...]

§ 7085.1.

(a) The governing board of the G-TEDA shall report to the department by October 1, 2008, and by that date every other year thereafter, on the activities of the G-TEDA in the previous two fiscal years and its plans for the current and following fiscal year. The biennial report shall include at least both of the following:

   (1) The progress the G-TEDA has made during the period covered by the report relative to its goals, objectives, and commitments set forth in its original application and the department's memorandum of understanding with the G-TEDA.

   (2) Identification of the previous two year's funding, including in-kind funding. The previous two year's funding levels shall be compared to the funding levels identified in its original application and the department's memorandum of understanding with the G-TEDA, and the amount identified in the previous year's biennial report. An explanation of any meaningful discrepancies in these amounts shall be provided.

(b) A copy of the biennial report developed pursuant to subdivision (a) shall also be submitted to the legislative bodies of the local jurisdictions comprising the G-TEDA. The progress of the G-TEDA in meeting the goals, objectives, and commitments set forth in the original application and the memorandum of understanding with the department shall be reviewed at least biennially by these legislative bodies, either as part of the approval of the G-TEDA's annual work plan or separately, at the discretion of the legislative body.

(c)  (1) G-TEDAs designated prior to January 1, 2007, shall have until April 15, 2008, to update their benchmarks, goals, objectives, and funding levels for administering the G-TEDA program, in order to make them measurable and conducive to the successful completion of the economic development strategy. The local legislative body and the department shall approve the updated goals and objectives. The updated goals and objectives shall be included as an update to the existing memorandum of understanding between the G-TEDA and the department.

   (2) G-TEDAs that fail to obtain approved updated goals and objectives by April 15, 2008, shall be dedesignated effective July 1, 2008. The Director of Housing and Community Development shall provide notice of prospective dedesignation to the local government no later than May 1, 2008. The director may authorize up to two 60-calendar day extensions, if the local government and G-TEDA are acting in good faith and the additional time would allow them to meet the requirements of this subdivision. Businesses located within a G-TEDA that have been dedesignated shall continue to have access to tax incentives previously authorized within the G-TEDA pursuant to Section 7082.2.

   (3) G-TEDAs designated prior to January 1, 2007, are not required to implement the biennial reporting requirements of subdivisions (a) and (b) until October 1, 2009.

   (4) G-TEDAs that expire prior to January 1, 2010, are not required to meet the conditions of this subdivision.

(d) The department shall biennially make available to the Legislature information related to the progress that each G-TEDA is making toward implementing its goals, objectives, and commitments set forth in the original application, the department's memorandum of understating with the G-TEDA, and the biennial report.",N,N,Y,NA,NA,Internal
California,2001,California Space Industry Competitive Grant Program,2001 Cal AB 1382,§ 15333.6.,"SECTION 3.   Section 15333.6 is added to the Government Code, to read:
   § 15333.6.
   (a) Subject to the availability of funds appropriated for that purpose, the Technology, Trade, and Commerce Agency shall implement a space industry development program to foster activities that increase the competitiveness of the industry in California, including, but not limited to, the commercial use of space, space vehicle launches, space launch infrastructure, manufacturing, applied research, technology development, economic diversification, and business development. 
[...]
   (c) The Secretary of the Technology, Trade, and Commerce Agency shall select a California nonprofit corporation to assist the agency in its administration of space industry-related economic development activities through programs, projects, grants, partnerships, networks, and collaboration. The corporation shall be selected through a solicitation process established by the agency. The solicitation process shall include criteria for selection of the corporation, which shall include, but not be limited to, demonstrated experience in the space industry and the ability to perform the space industry development activities described in subdivision (d).
[...]
(e)(1) The agency and the corporation shall enter into an annual contract specifying the activities to be performed by the corporation.
   (2) Pursuant to the contract, the corporation shall submit to the agency quarterly reports of its activities and finances. The quarterly reports shall be of sufficient detail for the agency to determine whether the corporation is in compliance with the annual contract between the agency and the corporation.

   § 15333.7.
   (a) The California Space Industry Competitive Grant Program is hereby established within the Technology, Trade, and Commerce Agency, to provide funding, upon appropriation by the Legislature, for the development of the California space industry. For purposes of this section, space industry activities shall include, but are not limited to, the commercial use of space, space vehicle launches, space launch infrastructure, manufacturing, applied research, technology development, economic diversification, and business development. Entities conducting activities in California intended to improve the competitiveness of the California space industry, including public, private, educational, commercial, nonprofit, or for-profit entities may apply for grants.",N,N,Y,NA,NA,Internal
California,2012,FISCal Project,2012 Cal SB 1006,Section 13300.5 of the Government Code,"SEC. 14. 
Section 13300.5 is added to the Government Code, to read:
§ 13300.5. 
(a)  The Legislature finds and declares that the project of the FISCal Project to modernize the state’s internal financial systems is a critical project that must be subject to the highest level of oversight. According to the California Technology Agency, the size and scope of this modernization and automation effort make this project one of the highest risk projects undertaken by the state. Therefore, the Legislature must take steps to ensure it is fully informed as the project is implemented. It is the intent of the Legislature to adopt additional reporting requirements for the FISCal Project Office to adequately manage the project’s risk and to ensure the successful implementation of this effort.
(b)  The FISCal Project Office shall report to the Legislature, by February 15 of each year, an update on the project. The report shall include all of the following:
   (1)  An executive summary and overview of the project’s status.
   (2)  An overview of the project’s history.
   (3)  Significant events of the project within the current reporting period and a projection of events during the next reporting period. [...]",N,N,Y,NA,NA,Internal
California,1997,Safe Drinking Water State Revolving Fund,1997 Cal SB 1307,§ 116760.30.,"ARTICLE 3
                  Safe Drinking Water State Revolving Fund
   § 116760.20.
   Unless the context otherwise requires, the following definitions govern the construction of this chapter:
   (a) ""Cost-effective project"" means a project that achieves an acceptable result at the most reasonable cost.
   (b) ""Department"" means the State Department of Health Services.
   (c) ""Federal Safe Drinking Water Act"" or ""federal act"" means the federal Safe Drinking Water Act (42 U.S.C. Sec. 300f et seq.) and acts amendatory thereof or supplemental thereto.
   (d) ""Fund"" means the Safe Drinking Water State Revolving Fund created by Section

§ 116760.30.
   (a) There is hereby created in the State Treasury the Safe Drinking Water State Revolving Fund for the purpose of implementing this chapter, and, notwithstanding Section 13340 of the Government Code, the fund is hereby continuously appropriated, without regard to fiscal years, to the department to provide, from moneys available for this purpose, grants or revolving fund loans for the design and construction of projects for public water systems that will enable suppliers to meet safe drinking water standards. The department shall be responsible for administering the fund.
   (b) The department shall report at least once every two years to the policy and budget committees of the Legislature on the implementation of this chapter and expenditures from the fund. The report shall describe the numbers and types of projects funded, the reduction in risks to public health from contaminants in drinking water provided through the funding of the projects, and the criteria used by the department to determine funding priorities.",N,N,Y,NA,NA,Internal
California,2014,Social Innovation Financing Program,2014 Cal AB 1837,Section 97013. of the Government Code,"SEC. 2. 
Title 15.8 (commencing with Section 97008) is added to the Government Code, to read:
   Title 15.8. 
Social Innovation Financing Program
§ 97013. 
(a)  Each county receiving an award shall report annually to the board on the status of its ongoing social innovation financing program. The report shall also contain an accounting of the moneys awarded.
(b)  The board shall compile the county reports and submit a summary report to the Governor and Legislature annually.
(c)  A report made pursuant to this section shall be made in accordance with the requirements of Section 9795.
(d)  This section shall remain in effect only until January 1, 2020, and as of that date is repealed, unless a later enacted statute, that is enacted before January 1, 2020, deletes or extends that date.",N,N,Y,NA,NA,Internal
California,2008,Employment Training Fund grants/Employment Development Department,2008 Cal SB 302,§ 9600.5.,"SECTION 1. 
Section 9600.5 is added to the Unemployment Insurance Code, to read:
§ 9600.5. 
The director of the Employment Development Department shall report annually to the Governor, the Legislature, and the California Workforce Investment Board, no later than November 30, regarding the training expenditures made by local workforce investment boards in the prior fiscal year. The department shall specify what expenditures qualify as training expenditures, including, but not limited to, the price paid for classroom instruction or other training opportunities, contracted services for customized training and on-the-job training, development of training materials, and supportive services, including case management, that enable a participant to attend and complete training. The annual report shall specify the total amount of federal funding provided to the state and to each of the local workforce investment areas for the adult and dislocated persons programs and the amount within each program expended for training services.",Y,N,Y,Employment Training Panel,NA,Internal
California,2021,California Microbusiness COVID-19 Relief Grant Program,2021 Cal SB 151,12100.92.;  12100.93.,"Article 9. California Microbusiness COVID-19 Relief Grant Program 
12100.90. 
For purposes of this article, all of the following shall apply:
(a) “CalOSBA” or “office” means the Office of Small Business Advocate within the Governor’s Office of Business and Economic Development.
(b) “Program” means the California Microbusiness COVID-19 Relief Grant Program established pursuant to this article.
[...]
12100.92. 
The office shall do all of the following: [...]
(c) Develop processes and requirements for monitoring, tracking, and reporting on the use of these funds by the office and each fiscal agent. [...]
(e) The office shall enter into a grantmaking agreement with each fiscal agent selected to implement the program. The grantmaking agreement shall identify the duties and responsibilities of the fiscal agent and the grantmaking entity in carrying out the purposes of this article. The grantmaking agreement shall identify the county the fiscal agent is required to serve, the fiscal controls that will be applied during the program term, a commitment that outreach and marketing to underserved business groups and business owners located in low-wealth and rural areas, as appropriate, will be undertaken, and the tracking and reporting requirements related to outreach and technical assistance activities, applications received, and microbusiness grants awarded. The office may provide additional guidance and requirements in the grantmaking agreement to ensure the requirements and purposes of this article are met.
12100.93. 
(a) Subject to appropriation by the Legislature, a grantmaking entity that receives an allocation shall administer a county program that includes all of the following: [...]
(c) The fiscal agent and grantmaking entity shall separately track and report funding used for the administration and marketing of the county program pursuant to subdivision (d) of Section 12100.92.
(d) The grantmaking entity shall provide the office with aggregate-level data necessary to meet the reporting requirements of this article, as the requirements relate to the county designated in the grantmaking agreement.
(e) The fiscal agent and grantmaking entity shall provide the office, at minimum, two narrative reports during and after the awards process.
(f) The office shall provide a periodic update on the use of the funds awarded pursuant to Section 12100.92, in accordance with the following:",N,N,Y,NA,NA,Internal
California,2004,Targeted tax areas,2004 Cal AB 2398,NA,"SECTION 3.   The Tulare County Economic Development Corporation is requested to make a report to the Legislature on or before January 1, 2008, as to the following:
   (a) The total number of additional jobs created by the expansion of the targeted tax area by this act.
   (b) The number of taxpayers, including subsidiaries, that claim tax incentives for doing business within the targeted tax area.",N,N,Y,NA,NA,Internal
California,2003,Firm California First,2003 Cal AB 1277,§ 15363.63.,"SECTION 5.   Chapter 1.4 (commencing with Section 15363.60) is added to Part 6.7 of Division 3 of Title 2 of the Government Code, to read:
                                CHAPTER 1.4
                           Film California First
   § 15363.60.
   This chapter shall be known and may be cited as the Film California First Program.

§ 15363.63.
[...]
   (e) The commission shall prepare annual preliminary reports to be submitted to the Joint Legislative Budget Committee in regard to the program prior to the adoption of the annual Budget Act. The reports shall include a list of all entities that received funds from the program, the amounts they received, and the public services that were reimbursed. The commission shall prepare and submit a final report to the committee no later than January 1, 2004.
   (f) The commission shall, in consultation with the Department of Industrial Relations and the Employment Development Department, contract with an independent audit firm or qualified academic expert, to prepare a report to be submitted to the Joint Legislative Budget Committee no later than January 1, 2004, that identifies the beneficiaries of expenditures from the Film California First Fund, and determines the impact of these expenditures on job retention and job creation in California.",N,N,Y,NA,NA,Internal
California,2012,Solar Water Heating System incentives,2012 Cal AB 2249,Section 2867.1 of the Public Utilities Code,"SEC. 6. 
Section 2867.1 of the Public Utilities Code is amended to read:
§ 2867.1. 
(a) 
Not later than July 1, 2010, the commission shall report to the Legislature as to the effectiveness of the program and make recommendations as to any changes that should be made to the program. This report shall include justification for the size of the rebate program in terms of total available incentive moneys as well as the anticipated benefits of the program in its entirety. To facilitate the understanding of how solar water heating systems compare with other clean energy and energy efficiency technologies, all documents related to and rebates provided by this program shall be measured in both kWhth and therms of natural gas saved.
(B)   NOT LATER THAN FEBRUARY 1, 2014, THE COMMISSION SHALL COMPLETE A REVIEW OF WHETHER THE REBATE LEVELS ESTABLISHED BY THE COMMISSION WILL BE SUFFICIENT TO SPUR INVESTMENT TO REACH THE PROGRAM GOAL OF INSTALLING 200,000 SOLAR WATER HEATING SYSTEMS IN HOMES, BUSINESSES, AND OTHER BUILDINGS OR FACILITIES RECEIVING NATURAL GAS SERVICE THROUGHOUT THE STATE BY 2017, AND SHALL REPORT TO THE LEGISLATURE ON THE RESULTS OF ITS REVIEW. THE REPORT SUBMITTED PURSUANT TO THIS SUBDIVISION SHALL BE SUBMITTED IN COMPLIANCE WITH SECTION 9795 OF THE GOVERNMENT CODE.",N,N,Y,NA,NA,Internal
California,1993,Small business development corporations,1993 Cal AB 1259,§ 14076.,"SECTION 1. Section 14076 is added to the
   Corporations Code, to read:
   § 14076.
   (a) It is the intent of the Legislature that the corporations make
   maximal use of their statutory authority to guarantee loans and surety bonds, including the authority to secure loans with a minimum loan loss reserve of only 25 percent, so that the financing needs of small business may be met as fully as possible within the limits of corporations' loan loss reserves. The agency shall report annually to the Legislature on the financial status of the corporations and their portfolio of loans and surety bonds guaranteed.",N,N,Y,NA,NA,Internal
California,2008,Bergeson-Peace Infrastructure and Economic Development Bank Act,2008 Cal AB 1389,Section 63035 of the Government Code,"§ 63035. 
The bank shall, not later than November 1 of each year, submit to the Governor and the Joint Legislative Budget Committee a report of its activities pursuant to this division for the preceding fiscal year. The report shall include all of the following:
   (a)   (1)  A listing of applications accepted, including a description of the expected employment impact of each project. (2)    A SEPARATE SUMMARY OF APPLICATIONS FOR THE INFRASTRUCTURE STATE REVOLVING FUND PROGRAM, INCLUDING A SUMMARY OF THE NUMBER OF PRELIMINARY APPLICATIONS THAT DID NOT RECEIVE FUNDING AND THE REASON THE APPLICANT DID NOT QUALIFY.
[...]
 (d) 
A report of revenues and expenditures for the preceding fiscal year, including all of the bank’s costs. THE INFORMATION PROVIDED PURSUANT TO THIS SUBDIVISION SHALL INCLUDE, BUT NEED NOT BE LIMITED TO, BOTH OF THE FOLLOWING:
(1)   THE AMOUNT AND SOURCE OF TOTAL BANK REVENUES. REVENUES SHALL BE SHOWN BY MAIN CATEGORIES OF REVENUES, INCLUDING INTEREST EARNINGS, FEES COLLECTED, AND BOND PROCEEDS, FOR EACH BANK PROGRAM.
(2)   THE AMOUNT AND TYPE OF TOTAL BANK EXPENDITURES. EXPENDITURES SHALL BE SHOWN BY MAJOR CATEGORIES OF EXPENDITURES, INCLUDING LOANS PROVIDED, DEBT SERVICE PAYMENTS, AND PROGRAM SUPPORT COSTS, FOR EACH BANK PROGRAM.",N,N,Y,NA,NA,Internal
California,2011,Capital Access Loan Program,2011 Cal AB 901,Section 44559.6 of the Health and Safety Code,"SEC. 3. 
Section 44559.2 of the Health and Safety Code is amended to read:
§ 44559.2. 
(a)  The authority may contract with any financial institution for the purpose of allowing the financial institution to participate in the Capital Access Loan Program established by this article.

SEC. 4. 
Section 44559.6 of the Health and Safety Code is amended to read:
§ 44559.6. 
The authority shall annually prepare a report to the Governor and the Legislature that describes the financial condition and programmatic results of the capital access loan program for small businesses authorized under this article. PROGRAMMATIC RESULTS SHALL INCLUDE, BUT NOT BE LIMITED TO, THE TOTAL NUMBER OF BUSINESSES SERVED, JOBS CREATED, JOBS RETAINED, THE GEOGRAPHIC DISTRIBUTION OF THE LOANS, AND THE BREAKDOWN OF BUSINESSES SERVED BY INDUSTRY SECTOR FOR ALL NEW LOANS ISSUED SINCE THE REPORT FOR THE PRIOR YEAR.",N,N,Y,NA,NA,Internal
California,2019,Disabled Veteran Business Enterprise Program,2019 Cal AB 230,Section 14841 of the Government Code,"SEC. 3. Section 14841 of the Government Code is amended to read:
14841. 
Upon completion of an awarded contract for which a commitment to achieve small business or disabled veteran business enterprise participation goals was made, the contractor shall report to the awarding department the actual percentage of small business and disabled veteran business enterprise participation that was achieved. A contract that includes disabled veteran business enterprise participation shall also meet the requirements of Article 6 (commencing with Section 999) of Chapter 6 of Division 4 of the Military and Veterans Code.",N,N,Y,NA,NA,Internal
California,2005,California Disabled Veteran Business Enterprise Program,2005 Cal SB 115,§ 999.7.,"SECTION 2.   Section 999 of the Military and Veterans Code is amended to read:
   § 999.
   [A> (A) THIS ARTICLE SHALL BE KNOWN AS, AND MAY BE CITED AS, THE CALIFORNIA DISABLED VETERAN BUSINESS ENTERPRISE PROGRAM. THE CALIFORNIA DISABLED VETERAN BUSINESS ENTERPRISE PROGRAM IS ESTABLISHED TO ADDRESS THE SPECIAL NEEDS OF DISABLED VETERANS SEEKING REHABILITATION AND TRAINING THROUGH ENTREPRENEURSHIP AND TO RECOGNIZE THE SACRIFICES OF CALIFORNIANS DISABLED DURING MILITARY SERVICE. IT IS THE INTENT OF THE LEGISLATURE THAT EVERY STATE PROCUREMENT AUTHORITY HONOR CALIFORNIA'S DISABLED VETERANS BY TAKING ALL PRACTICAL ACTIONS NECESSARY TO MEET OR EXCEED THE DISABLED VETERAN BUSINESS ENTERPRISE PARTICIPATION GOAL OF A MINIMUM OF 3 PERCENT OF TOTAL CONTRACT VALUE. <A]

   § 999.5.
   (a) The administering agency * * * [A> FOR THE CALIFORNIA DISABLED VETERAN BUSINESS ENTERPRISE PROGRAM IS THE DEPARTMENT OF GENERAL SERVICES, EXCEPT IN THE CASE OF CONTRACTS FOR PROFESSIONAL BOND SERVICES. THE DEPARTMENT OF GENERAL SERVICES SHALL CONSULT WITH THE CALIFORNIA DISABLED VETERAN BUSINESS ENTERPRISE PROGRAM ADVOCATE, APPOINTED BY THE DEPARTMENT OF VETERANS AFFAIRS PURSUANT TO SECTION 999.11, ON ALL MATTERS RELATING TO THE CALIFORNIA DISABLED VETERAN BUSINESS ENTERPRISE PROGRAM. THE DIRECTOR OF GENERAL SERVICES SHALL ADOPT WRITTEN POLICIES AND GUIDELINES ESTABLISHING A UNIFORM PROCESS FOR STATE CONTRACTING THAT WOULD PROVIDE A DISABLED VETERAN BUSINESS ENTERPRISE PARTICIPATION INCENTIVE TO BIDDERS. THE INCENTIVE PROGRAM SHALL BE USED BY ALL STATE AGENCIES WHEN AWARDING CONTRACTS. <A]
   (b) * * * [A> THE DEPARTMENT OF VETERANS AFFAIRS SHALL DO ALL OF THE FOLLOWING: <A]
   [A> (1) ESTABLISH A METHOD OF MONITORING ADHERENCE TO THE GOALS SPECIFIED IN SECTIONS 999.1 AND 999.2. <A]
   [A> (2) PROMOTE THE CALIFORNIA DISABLED VETERAN BUSINESS ENTERPRISE PROGRAM TO THE FULLEST EXTENT POSSIBLE. <A]
   [A> (3) MAINTAIN COMPLETE RECORDS OF ITS PROMOTIONAL EFFORTS. <A]
   [A> (4) ESTABLISH A SYSTEM TO TRACK THE EFFECTIVENESS OF ITS EFFORTS TO PROMOTE THE CALIFORNIA DISABLED VETERAN BUSINESS ENTERPRISE PROGRAM, WHICH SHALL INCLUDE REGULAR, PERIODIC SURVEYS OF NEWLY CERTIFIED DISABLED VETERAN BUSINESS ENTERPRISES TO DETERMINE HOW THEY LEARNED OF THE PROGRAM, WHY THEY BECAME CERTIFIED, AND WHAT THEIR EXPERIENCE WITH AWARDING DEPARTMENTS HAS BEEN. <A]

SECTION 4.   Section 999.7 of the Military and Veterans Code, as amended by Section 55 of Chapter 74 of the Statutes of 2005, is amended to read:
   § 999.7.
   (a)(1) [A> NOTWITHSTANDING SECTION 10115.5 OF THE PUBLIC CONTRACT CODE, <A] on January 1 of each year, each awarding department shall report to * * * the Department of General Services* * * and the Department of Veterans Affairs on the level of participation by disabled veteran business enterprises in contracts identified in this article for the previous fiscal year.
   (2) If the awarding department has not met the established goals for that year, the awarding department shall report to * * * the Department of General Services* * * and the Department of Veterans Affairs the reasons for the awarding department's inability to achieve the goals and shall identify steps it shall take in an effort to achieve the goals.
   [A> (3) THE DIRECTOR OF GENERAL SERVICES SHALL ADOPT A STREAMLINED REPORTING PROCEDURE FOR STATE AGENCIES TO USE IN REPORTING THEIR DISABLED VETERAN BUSINESS ENTERPRISE PARTICIPATION TO THE DEPARTMENT. <A]
   (b) On April 1 of each year, * * * [A> THE DEPARTMENT <A] of General Services shall prepare for the Governor, the Legislature, and the Department of Veterans Affairs a statewide statistical summary detailing each awarding department's goal achievement and a statewide total of those goals.
   [A> (C) THIS SECTION SHALL REMAIN IN EFFECT ONLY UNTIL JANUARY 1, 2007, AND AS OF THAT DATE IS REPEALED, UNLESS A LATER ENACTED STATUTE, THAT IS ENACTED BEFORE JANUARY 1, 2007, DELETES OR EXTENDS THAT DATE. <A]",N,N,Y,NA,NA,Internal
California,1992,General Economic Development,1992 Cal SB 1909,§ 15363.6.,"§ 15363.5.
   The Trade and Commerce Agency consists of the California State World Trade Commission and the Department of Commerce. The agency is administered by the Secretary of Trade and Commerce who shall be appointed by the Governor with the advice and consent of the Senate, and who shall be paid a salary at the amount prescribed under section 11550.
   § 15363.6.
   The secretary shall have the following responsibilities: [...]
(c) Reporting to the Governor and the Legislature on an annual basis about the policies, plans, budgeting, and accomplishments of the agency and its programs.",N,N,Y,NA,NA,Internal
California,2014,Supervised Population Workforce Training Grant Program,2014 Cal AB 2060,Section 1234.4 of the Penal Code,"SEC. 2. 
Chapter 4 (commencing with Section 1234) is added to Title 8 of Part 2 of the Penal Code, to read:
   CHAPTER 4. 
Supervised Population Workforce Training Grant Program
§ 1234.4. 
(a)  On at least an annual basis, and upon completion of the grant period, grant recipients shall report to the State WIB regarding their use of the funds and workforce training program outcomes.
(b)  By January 1, 2018, the State WIB shall submit a report to the Legislature using the reports from the grant recipients. The report shall contain all the following information:
   (1)  The overall success of the grant program, based on the goals and metrics set in the awarded grants.
   (2)  An evaluation of the effectiveness of the grant program based on the goals and metrics set in the awarded grants.
   (3)  A recommendation on the long-term viability of local workforce investment board and county collaborations on workforce training programs for the supervised population.
   (4)  A recommendation on the long-term viability of county workforce training programs for the supervised population.
   (5)  In considering the overall success and effectiveness of the grant program, the report shall include a discussion of all of the following:",N,N,Y,NA,NA,Internal
California,2006,International trade investments,"California International Trade and Investment Act, 2006 Cal SB 1513",§ 99502.,"§ 99502.

(a) The Office of Planning and Research shall maintain and update, a full and comprehensive list of all state agreements made with foreign governments. The list shall be updated within 30 days of the effective date of each new agreement. The list shall include at least all of the following:
   (1) The dates of enactment or approval and termination.
   (2) The agency, department, board, commission, or other governmental entity responsible for implementation.
   (3) Activities proposed.
   (4) Expected outcomes.

(b) Agencies may separately maintain detailed information or reports on these activities as those agencies determine to be appropriate, but that information or those reports shall not be deemed to meet the requirements of this section.",N,N,Y,NA,NA,Internal
